ticket_id,customer,category,priority,inter_arr_time,arr_time,description,attribute_list,sensitive_flag
468,0,3,2,0.988,491.906,"Hi team, I want a leave from 2015-07-11 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Stephanie Torres, designation IT technical support officer",date name job,1
469,3,1,2,1.02,492.926,"I made a payment of $50,365.06 for my account on 2017-01-20, but it has not been credited yet. The payment was made using my credit card 3525190691552714. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is amandahall@gmail.com and phone number is 5111068155994",money date credit_card_number mail phone_number,1
470,4,0,3,1.171,494.097,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
471,1,2,3,0.712,494.809,"Hi, I need $3,282.49 for my international business travel that is on 1993-02-11 please see the attached itinerary and approval. Thank you.",money date,0
472,1,0,3,0.387,495.196,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
473,0,2,2,0.475,495.671,"Hi,I am Colin Jensen and my employee ID is EMP461-46-9977. 
I am having trouble with my travel claim, my expense amount was $18,599.05 for reimbursement.
 My other details such as designation is Television/film/video producer and email is timothywilliams@hotmail.com. 
The payment was done with given credit card number 4510157712191314 and credit card type JCB 15 digit.",name ssn money job mail credit_card_number cc_provider,1
474,4,4,2,1.348,497.019,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 647-69-8484. Please initiate the recruitment under my project. thanks",ssn,1
475,3,3,3,0.165,497.184,"Hi, I have applied for the sick leave on 1984-10-31 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
476,1,5,2,1.47,498.654,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
477,1,1,2,0.595,499.249,"I made a payment of $22.23 for my account on 2013-12-26, but it has not been credited yet. The payment was made using my credit card 3589947771485468. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is kenneth19@hotmail.com and phone number is 8140127268075",money date credit_card_number mail phone_number,1
478,4,0,3,0.117,499.366,"Hi, I want the installation of python package Django. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
479,4,2,0,0.253,499.619,"Hi,I am Steven Evans and my employee ID is EMP104-12-8765. 
I am having trouble with my travel claim, my expense amount was $4,500.16 for reimbursement.
 My other details such as designation is Writer and email is jacobssarah@yahoo.com. 
The payment was done with given credit card number 30189399280945 and credit card type Discover.",name ssn money job mail credit_card_number cc_provider,1
480,1,4,2,1.209,500.828,"Hi Team, I was wondering whether this Technical author is still available in this team. I want to refer my friend for this role. please confirm.",job,0
481,3,5,2,1.125,501.953,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city North Kelseyfurt.,city,0
482,3,4,3,0.106,502.059,"Hi I am Allison Palmer, currently working as Armed forces technical officer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
483,4,0,2,0.623,502.682,Hi team I want to access https://www.tate.com/ website for research purpose kindly remove the site from the proxy. My employee id is 778-74-5730 and my profile is Brewing technologist.,url ssn job,1
484,2,4,3,1.11,503.792,"Hi Team, can you please confirm whether on the 1971-01-05 we have a vacation or not as in my state it is a regional festival.",date,0
485,0,4,2,0.311,504.103,"Hi I am Amanda Cain, currently working as Chemical engineer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
486,3,1,3,0.931,505.034,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
487,3,2,2,0.953,505.987,"Hi,I am Jeanne Strickland and my employee ID is EMP197-72-5798. 
I am having trouble with my travel claim, my expense amount was $21,686.39 for reimbursement.
 My other details such as designation is Environmental manager and email is martinkyle@yahoo.com. 
The payment was done with given credit card number 378735333730724 and credit card type VISA 19 digit.",name ssn money job mail credit_card_number cc_provider,1
488,3,6,3,0.587,506.574,"Hi team, i do not need access the master database now due to project change. Please revoke my access.",,0
489,2,1,2,0.102,506.676,I noticed unauthorized transactions on my credit card statement for the amount of $5.40 on 2022-08-01. The transactions are listed as May PLC. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4224830328390200.,money date company credit_card_number,1
490,4,7,2,0.109,506.785,"I am experiencing technical issues with Blender. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username courtneyyoung, Email carlacombs@gmail.com.",product_name username mail,1
491,3,4,1,0.088,506.873,Hi HR team I want to refer my friend for the Food technologist but I cannot access the referral site. Can you please accept this referral through this mail.,job,0
492,4,2,3,0.256,507.129,"Dear team, I am shifting to Frostview from Ryanberg due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
493,0,7,1,0.264,507.393,"Hi team, I need the catalogue of available Dryer for purchase with the price listed. Please send me the catalogue.",product_name,0
494,4,4,2,3.431,510.824,"Hi team, I want to avail the maternity benefit from 1974-06-07. My employee ID is 440-30-3952 and designation is IT technical support officer. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
495,4,7,2,0.489,511.313,"I am experiencing technical issues with Dryer. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username douglas78, Email jaredmiller@yahoo.com.",product_name username mail,1
496,3,0,1,0.432,511.745,Hi team I want to access http://miles.com/ website for research purpose kindly remove the site from the proxy,url,0
497,3,6,2,0.894,512.639,"I am unable to log in to my account. My credentials are, username jessica92, email cmckee@gmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
498,2,0,3,0.184,512.823,"hi team, I am Veronica Rivas and my employee id is 360-64-3499. I need the installation of DocSend for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
499,0,2,3,0.058,512.881,"Hi, I need $1.68 for my international business travel that is on 1994-07-24 please see the attached itinerary and approval. Thank you.",money date,0
500,3,6,3,2.423,515.304,"I have recently moved and would like to update my account information with my new address. My new address is 960 Miller Plaza Apt. 832
Harrisport, IL 65209. Please assist me with updating my account information.",residence,1
501,4,3,3,0.14,515.444,"Hi team, I am Maria Davis, employee id 088-86-3650. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
502,2,7,2,1.011,516.455,"I recently purchased Domestic Robot for the amount $4,783.12 on date 1994-07-14, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1991-04-03 from my home 014 Alicia Plain Suite 050
Lake Debbieberg, IL 79942 and initiate a refund to my credit card 30094932594341.",product_name money date date residence credit_card_number,1
503,1,7,2,0.24,516.695,"I recently purchased Domestic Robot for the amount $67,583.82 on date 1985-03-23, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 2001-04-09 from my home 2480 Jimmy Loop
Georgestad, GA 01049 and initiate a refund to my credit card 589816244463.",product_name money date date residence credit_card_number,1
504,4,6,3,3.086,519.781,"I have recently moved and would like to update my account information with my new address. My new address is 6957 Erin Camp
Danielbury, MN 03243. Please assist me with updating my account information.",residence,1
505,3,5,3,1.625,521.406,"Hi,I am Charles Sloan and from Unit 5020 Box 5315
DPO AP 06271. 
I am having trouble with my medical claim, my employee ID is EMP018-98-2985 and amount was $31,091.76. 
The payment was made through my credit card 180099974632501. 
My other details such as designation is Chief Technology Officer email is gdavidson@gmail.com and postal code is 64385. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
506,2,5,3,0.464,521.87,"Hi,I am James Holmes and from USCGC Gray
FPO AP 16905. 
I am having trouble with my medical claim, my employee ID is EMP498-11-1757 and amount was $4.11. 
The payment was made through my credit card 6576615878298146. 
My other details such as designation is Fitness centre manager email is joseph31@yahoo.com and postal code is 53636. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
507,0,2,0,3.145,525.015,"Hi,I am Jordan Benton and my employee ID is EMP873-50-5396. 
I am having trouble with my travel claim, my expense amount was $92.64 for reimbursement. 
My other details such as email is susan90@yahoo.com and postal code is 22100 and account number is DYAU54757521724232. 
Please look into matter asap. My place of residence is 08817 Tracey Trail Suite 596
Kyletown, NE 73511.",name ssn money mail zip_code bank_account_number address,1
508,2,7,2,1.01,526.025,"I am experiencing technical issues with Humidifier. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username lindseypowers, Email anthony64@hotmail.com.",product_name username mail,1
509,4,6,1,2.288,528.313,"Hi, I have been logged out of my account and cannot login back. my username is rachelparker. Please resolve it.",username,0
510,0,0,2,0.215,528.528,"hi team, I am Steven Shaw and my employee id is 853-11-6438. I need the installation of Gainsight for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
511,1,3,3,0.004,528.532,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
512,2,3,3,2.018,530.55,"Hi team, my be leave balance shown in the system is not correct as of 2023-01-09. The leave shown are less. Please resolve the issue.",date,0
513,0,6,3,0.324,530.874,"I am unable to log in to my account. My credentials are, username wheelervictoria, email nicholas41@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
514,0,0,2,0.145,531.019,Hi team I want to access http://anderson.com/ website for research purpose kindly remove the site from the proxy,url,0
515,4,0,3,0.264,531.283,"Hi, I want the installation of python package conda. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
516,3,1,2,0.154,531.437,"I noticed unauthorized transactions on my credit card statement for the amount of $79,921.32 on 2006-10-31. The transactions are listed as Pineda Group. I did not authorize these transactions and would like them to be reversed immediately to my credit card 501881731761.",money date company credit_card_number,1
517,0,7,3,1.347,532.784,"I am experiencing technical issues with Washing Machine. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username holmesseth, Email hayneserin@yahoo.com.",product_name username mail,1
518,1,6,1,0.156,532.94,"I have recently moved and would like to update my account information with my new address. My new address is 6946 Rodriguez Shores Suite 058
Lake Elizabeth, WA 36058. Please assist me with updating my account information.",residence,1
519,0,2,3,0.064,533.004,"Hi,I am Michael Payne and my employee ID is EMP515-55-1686. 
I am having trouble with my travel claim, my expense amount was $799.46 for reimbursement. 
My other details such as email is donaldstone@gmail.com and postal code is 25631 and account number is KHYI49235887876635. 
Please look into matter asap. My place of residence is USNV Ferguson
FPO AA 69387.",name ssn money mail zip_code bank_account_number address,1
520,3,4,2,2.07,535.074,"Hi I am Kellie Williamson, currently working as Location manager. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
521,3,7,1,2.908,537.982,"I am experiencing technical issues with Blender. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username asmith, Email echapman@gmail.com.",product_name username mail,1
522,4,6,3,0.761,538.743,"I am unable to log in to my account. My credentials are, username schroederlisa, email kenneth19@hotmail.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
523,3,1,3,0.357,539.1,Hi team I want to change my salary structure according to the given details please update my salary structure.,,0
524,4,5,1,0.351,539.451,Hi I want to apply for the cashless mode of hospitalization. please provide me the list of hospital that provide cashless mode in my city North Tamara.,city,0
525,4,3,2,1.56,541.011,"Hi team, I want a leave from 1998-09-08 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Shannon Sampson, designation Museum/gallery conservator",date name job,1
526,0,0,3,0.672,541.683,"Hi team, I am not able to run Autodesk in my system due to internal error. Please see the attached error and resolve the issue",software,0
527,4,2,2,0.089,541.772,"Hi,I am Vanessa Benson and my employee ID is EMP775-66-9895. 
I am having trouble with my travel claim, my expense amount was $6,231.79 for reimbursement.
 My other details such as designation is Architectural technologist and email is alicia12@gmail.com. 
The payment was done with given credit card number 4220984062612 and credit card type Diners Club / Carte Blanche.",name ssn money job mail credit_card_number cc_provider,1
528,4,3,3,0.263,542.035,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
529,3,3,3,0.01,542.045,"Hi team, I am Raymond Curtis, employee id 775-01-7793. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
530,2,2,2,0.028,542.073,"Hi,I am Thomas Deleon and my employee ID is EMP043-79-7756. 
I am having trouble with my travel claim, my expense amount was $1.08 for reimbursement. 
My other details such as email is smontgomery@yahoo.com and postal code is 52175 and account number is BQWF48137172234574. 
Please look into matter asap. My place of residence is 1477 Young Mall
Danielsberg, NE 04463.",name ssn money mail zip_code bank_account_number address,1
531,0,3,3,0.022,542.095,"Hi, since yesterday I am trying to apply for leave but I am not able to. The system shows an error. I have to take an urgent leave. Please resolve the issue.",,0
532,3,4,3,0.073,542.168,"Hi I am Emma Juarez, currently working as Physiological scientist. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
533,1,3,3,2.047,544.215,"Hi team, I am Jacqueline Chapman, employee id 123-56-8874. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
534,0,4,2,2.639,546.854,"Hi I am Meghan Henderson, currently working as Conservation officer, nature. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
535,2,7,3,1.086,547.94,"Hi, I have a need of Dehumidifier in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
536,1,7,2,2.376,550.316,"I recently purchased Sewing Machine for the amount $288.21 on date 2000-03-19, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1995-11-21 from my home 7761 Holly Spur Suite 265
Calvinside, PW 35993 and initiate a refund to my credit card 213159176783204.",product_name money date date residence credit_card_number,1
537,3,0,3,0.742,551.058,"hi team, I am Kenneth Butler MD and my employee id is 049-09-8529. I need the installation of Microsoft Office suite for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
538,0,3,3,0.107,551.165,"Hi team, my be leave balance shown in the system is not correct as of 1974-01-22. The leave shown are less. Please resolve the issue.",date,0
539,4,3,1,0.832,551.997,"Hi team, my be leave balance shown in the system is not correct as of 1983-05-19. The leave shown are less. Please resolve the issue.",date,0
540,4,0,3,0.512,552.509,"Hi team I want to access https://murray.com/ website for research purpose kindly remove the site from the proxy. My employee id is 132-07-1123 and my profile is Conservation officer, nature.",url ssn job,1
541,3,1,3,0.227,552.736,"Hi, I need a corporate credit card for my international travel with the $21,670.21. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
542,4,3,2,0.691,553.427,"Hi team, I want a leave from 1974-02-03 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Susan Thomas, designation Solicitor, Scotland",date name job,1
543,3,7,3,0.26,553.687,"I recently purchased Ceiling Fan for the amount $8.33 on date 1981-07-11, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1989-08-08 from my home 210 Burton Turnpike Apt. 388
Tinaberg, KS 44477 and initiate a refund to my credit card 3590028014295209.",product_name money date date residence credit_card_number,1
544,3,2,3,0.542,554.229,"Hi,I am Billy Oconnor and my employee ID is EMP157-70-1221. 
I am having trouble with my travel claim, my expense amount was $255.56 for reimbursement. 
My other details such as email is christopher45@yahoo.com and postal code is 51187 and account number is VHQW82687718564973. 
Please look into matter asap. My place of residence is 18939 Parker Estates Suite 024
East Dianefurt, OH 22828.",name ssn money mail zip_code bank_account_number address,1
545,4,7,2,0.308,554.537,"Hi team, I need the catalogue of available Sewing Machine for purchase with the price listed. Please send me the catalogue.",product_name,0
546,0,7,3,1.094,555.631,"I recently purchased Refrigerator for the amount $55.27 on date 1983-07-31, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1970-04-15 from my home 100 Philip Fords
Port Nathan, MO 12182 and initiate a refund to my credit card 4465783415993378.",product_name money date date residence credit_card_number,1
547,3,4,3,0.004,555.635,"Hi Team, can you please confirm whether on the 1996-09-26 we have a vacation or not as in my state it is a regional festival.",date,0
548,1,1,3,0.045,555.68,"I noticed unauthorized transactions on my credit card statement for the amount of $78,186.86 on 1980-05-23. The transactions are listed as Dunn-Lopez. I did not authorize these transactions and would like them to be reversed immediately to my credit card 4832788407627.",money date company credit_card_number,1
549,4,2,3,1.296,556.976,"Dear team, I am shifting to Johnsburgh from East Jenniferchester due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
550,4,1,1,1.582,558.558,"I noticed unauthorized transactions on my credit card statement for the amount of $95,494.15 on 2020-12-10. The transactions are listed as Wilson-Chen. I did not authorize these transactions and would like them to be reversed immediately to my credit card 180099761274061.",money date company credit_card_number,1
551,2,6,1,0.007,558.565,"Hi team, I need access to the intern portal. please enable it for me.",,0
552,4,3,1,0.867,559.432,"Hi team, my be leave balance shown in the system is not correct as of 1995-04-27. The leave shown are less. Please resolve the issue.",date,0
553,0,6,3,0.154,559.586,"I am unable to log in to my account. My credentials are, username fmaldonado, email andrewduke@yahoo.com. I have verified that the username and password are correct, but the system keeps displaying an error message. I have tried resetting my password and clearing my cache, but the issue persists.",username mail,1
554,2,2,3,0.926,560.512,"Hi,I am Patrick Jones and my employee ID is EMP169-01-9439. 
I am having trouble with my travel claim, my expense amount was $2,580.79 for reimbursement. 
My other details such as email is monteserica@gmail.com and postal code is 39515 and account number is ZUQG41102351459676. 
Please look into matter asap. My place of residence is 75366 Anthony Manor Suite 891
East Annmouth, NC 98855.",name ssn money mail zip_code bank_account_number address,1
555,4,1,3,1.306,561.818,"Hi,I am Shelby Brown and my employee ID is EMP814-03-8807. 
I am having trouble with my hardware claim, my expense amount was $1,777.61 for reimbursement. 
My other details such as designation is Heritage manager, userid ojones and email is hboyd@yahoo.com.",name ssn money job username mail,1
556,2,6,3,0.269,562.087,"I have recently moved and would like to update my account information with my new address. My new address is 389 Eric Light
Jessicachester, RI 45707. Please assist me with updating my account information.",residence,1
557,1,6,3,2.255,564.342,"Hi team, I need access to the intern portal. please enable it for me.",,0
558,3,5,2,0.245,564.587,"Hi,I am Brett Lopez and from 075 Craig Tunnel
New Kentmouth, NH 02735. 
I am having trouble with my medical claim, my employee ID is EMP697-64-9161 and amount was $1,972.57. 
The payment was made through my credit card 346144078066049. 
My other details such as designation is Higher education lecturer email is todd78@gmail.com and postal code is 07580. 
Please resolve my issue asap.",name address ssn money credit_card_number job mail zip_code,1
559,0,0,3,0.724,565.311,"Hi, I want the installation of python package tkinter. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
560,1,3,2,0.763,566.074,"Hi team, I am Gary Owens, employee id 111-92-4364. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
561,2,3,3,0.314,566.388,"Hi team, I am Robin Zhang DDS, employee id 369-75-5064. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
562,0,5,3,1.486,567.874,"Hi,I am Veronica Rivas and I work in Morris, Harris and Davis. My employee ID is EMP360-64-3499. 
I am having trouble with health account, my userid is tacevedo and amount was $61.36. 
My postal code is 02518. My country of residence is Unit 2883 Box 6587
DPO AE 08970. 
Please look into matter asap.",name company ssn username money zip_code address,1
563,0,5,2,1.197,569.071,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
564,3,1,3,1.132,570.203,"Hi, my team needs a new Humidifier for the project kindly help us to come up with the quote for the said product.",product_name,0
565,4,2,3,1.026,571.229,"Dear team, I am shifting to Cowanborough from South Brianfort due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
566,4,5,2,0.401,571.63,"Hi,I am Jeffrey Stewart and my employee ID is EMP279-08-8759 from Klein Ltd. 
I am having trouble with health account, my National Health Scheme number is 279-08-8759 and amount was $47,795.30. 
My other details such as email is johnnycooper@yahoo.com and postal code is 92278. 
Please look into matter. My place of residence is 25438 Barrera Hill
Staceyberg, DE 54967.",name ssn company ssn money mail zip_code address,1
567,2,1,3,2.234,573.864,"I noticed unauthorized transactions on my credit card statement for the amount of $19.53 on 1995-12-11. The transactions are listed as Williams, Miller and Ramirez. I did not authorize these transactions and would like them to be reversed immediately to my credit card 6543769036472414.",money date company credit_card_number,1
568,1,5,3,0.221,574.085,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
569,3,3,3,2.329,576.414,"Hi team, I am Tina Brady MD, employee id 188-41-9817. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
570,2,7,2,0.192,576.606,"I am experiencing technical issues with Humidifier. It shows error code 500. I have tried troubleshooting by going through help documents, but the issue still persists. Please assist me in resolving the issue. My account details are: username stewartchad, Email marcreynolds@hotmail.com.",product_name username mail,1
571,0,3,3,0.765,577.371,"Hi team, I want a leave from 1997-07-15 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Steven Shaw, designation Financial risk analyst",date name job,1
572,1,1,3,0.386,577.757,"I made a payment of $57.16 for my account on 2017-02-18, but it has not been credited yet. The payment was made using my credit card 4657912735746871. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is elizabeth99@yahoo.com and phone number is 6613257807120",money date credit_card_number mail phone_number,1
573,2,3,1,0.148,577.905,"Hi team, I want a leave from 2013-06-04 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Emma Juarez, designation Physiological scientist",date name job,1
574,4,0,3,0.179,578.084,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
575,4,4,3,0.157,578.241,"Hi team, I want to avail the maternity benefit from 1976-08-04. My employee ID is 450-60-7926 and designation is Engineer, water. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
576,0,1,3,1.667,579.908,"Hi,I am Vicki Novak and my employee ID is EMP034-97-7042. 
I am having trouble with my hardware claim, my expense amount was $9,273.32 for reimbursement. 
My other details such as designation is Dramatherapist, userid blevinsterrence and email is whitney96@yahoo.com.",name ssn money job username mail,1
577,0,3,3,0.143,580.051,"Hi team, I am Ms. Lisa Smith, employee id 367-23-7609. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
578,4,1,3,0.095,580.146,"Hi,I am Cristina Keller and my employee ID is EMP269-62-9094. 
I am having trouble with my hardware claim, my expense amount was $27,245.46 for reimbursement. 
My other details such as designation is Operational researcher, userid kennethstevens and email is qarcher@hotmail.com.",name ssn money job username mail,1
579,4,1,3,1.109,581.255,I noticed unauthorized transactions on my credit card statement for the amount of $55.61 on 2021-02-25. The transactions are listed as Williams PLC. I did not authorize these transactions and would like them to be reversed immediately to my credit card 3545149606486729.,money date company credit_card_number,1
580,4,4,2,1.863,583.118,"Hi Team, I was wondering whether this Manufacturing engineer is still available in this team. I want to refer my friend for this role. please confirm.",job,0
581,4,2,2,3.238,586.356,"Dear team, I am shifting to Lake Dana from Jenniferborough due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
582,3,4,2,0.603,586.959,"Hi I am Shelby Brown, currently working as Heritage manager. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
583,4,0,3,0.862,587.821,"Hi team, I am not able to run Procore in my system due to internal error. Please see the attached error and resolve the issue",software,0
584,1,2,3,1.848,589.669,"Dear team, I am shifting to East Shirleymouth from Carrollshire due to business requirement. Please let me know the procedure to claim the travel allowance.",city city,0
585,2,3,2,0.115,589.784,"Hi team, I want a leave from 2012-02-03 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Rebecca Cain, designation Health physicist",date name job,1
586,1,6,2,0.576,590.36,"Hi, I have been logged out of my account and cannot login back. my username is jamierobinson. Please resolve it.",username,0
587,2,0,3,1.517,591.877,"Hi, I want the installation of python package Django. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
588,3,3,3,0.16,592.037,"Hi, I have applied for the sick leave on 2003-11-12 with which was approved by my manager but is not reflected on the system. Please resolve the issue.",date,0
589,2,0,3,0.247,592.284,"Hi team, I want to upgrade the Asana for my project requirements. Kidly do the needful.",software,0
590,3,4,3,0.271,592.555,"Hi Team, can you please confirm whether on the 1978-02-11 we have a vacation or not as in my state it is a regional festival.",date,0
591,0,3,3,0.249,592.804,"Hi team, I am Charlene Rodriguez, employee id 081-40-7130. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
592,2,1,3,0.003,592.807,"Hi,I am Michael Reynolds and my employee ID is EMP846-15-0352. 
I am having trouble with my hardware claim, my expense amount was $44,542.10 for reimbursement. 
My other details such as designation is Psychiatric nurse, userid connorbrown and email is aaronreese@yahoo.com.",name ssn money job username mail,1
593,0,1,3,0.563,593.37,"I made a payment of $999.68 for my account on 1985-06-23, but it has not been credited yet. The payment was made using my credit card 4598312548543891808. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is jeffery84@yahoo.com and phone number is 4929555798907",money date credit_card_number mail phone_number,1
594,1,5,1,0.859,594.229,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
595,3,7,2,0.806,595.035,"Hi team, I need the catalogue of available Ceiling Fan for purchase with the price listed. Please send me the catalogue.",product_name,0
596,1,7,2,1.084,596.119,"I recently purchased Heater for the amount $44,326.36 on date 1975-02-10, but it is defective. I have attached a picture of the defect for your reference. I want to return it. Please schedule the pickup for date 1982-08-29 from my home 23425 John Mountains
Randallton, KS 34894 and initiate a refund to my credit card 3567497574476807.",product_name money date date residence credit_card_number,1
597,2,2,1,0.218,596.337,"Hi,I am Bridget Clark and my employee ID is EMP726-61-6044. 
I am having trouble with my travel claim, my expense amount was $94.05 for reimbursement.
 My other details such as designation is Electronics engineer and email is jaredmiller@yahoo.com. 
The payment was done with given credit card number 379326768100606 and credit card type American Express.",name ssn money job mail credit_card_number cc_provider,1
598,0,3,1,0.261,596.598,"Hi team, I am Jeffrey Nixon, employee id 376-07-6936. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
599,4,0,3,3.151,599.749,Hi team I want to access https://thomas.com/ website for research purpose kindly remove the site from the proxy. My employee id is 308-81-5479 and my profile is Immigration officer.,url ssn job,1
600,1,4,2,2.374,602.123,"Hi I am Shannon Sampson, currently working as Museum/gallery conservator. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
601,4,3,2,2.682,604.805,"Hi team, my be leave balance shown in the system is not correct as of 2014-04-21. The leave shown are less. Please resolve the issue.",date,0
602,2,0,3,1.524,606.329,"Hi, I want the installation of python package spacy. It is required for the development. I am attaching the approval of my manager. PFA. Thank you",python_package,1
603,0,7,3,1.915,608.244,"Hi team, I need the catalogue of available Air Conditioner for purchase with the price listed. Please send me the catalogue.",product_name,0
604,2,3,2,0.289,608.533,"Hi team, I want a leave from 1985-06-24 for 15 days due to personal reasons. The system is not allowing for said days. Kindly approve it. My details are name:Tammie Phillips, designation Estate agent",date name job,1
605,3,4,3,0.137,608.67,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 260-45-4463. Please initiate the recruitment under my project. thanks",ssn,1
606,3,5,3,0.331,609.001,"hi, what are the documents needed for new enrollment in health insurance. Please guide me.",,0
607,2,0,3,0.801,609.802,Hi team I want to access https://bowman-white.info/ website for research purpose kindly remove the site from the proxy,url,0
608,2,4,1,1.107,610.909,"Hi I am Robert Moon, currently working as Community pharmacist. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
